Appointment_ID,Date,Store_ID,Customer_ID,Service_ID,Appointment_Status,Converted_To_Sale,Booking_Channel,Wait_Days
A0033131,2026-03-21,S1080,C004714,SV03,Completed,No,In Store,12
A0033132,2026-04-21,S1081,C002337,SV04,Completed,No,Online,3
A0033133,2025-10-28,S1112,C008046,SV01,Cancelled,No,In Store,18
A0033134,2025-10-30,S1108,C013491,SV05,Completed,Yes,Online,15
A0033135,2026-01-31,S1111,C016954,SV06,Completed,No,Online,16
A0033136,2025-06-27,S1044,C012366,SV03,No-show,No,In Store,6
A0033137,2025-02-03,S1083,C014264,SV04,Completed,No,Online,17
A0033138,2026-09-19,S1066,C017078,SV02,Cancelled,No,Online,7
A0033139,2025-04-05,S1032,C015495,SV02,Completed,No,In Store,12
A0033140,2026-01-26,S1121,C003667,SV05,Completed,Yes,Online,14
A0033141,2025-10-13,S1052,C004686,SV01,Completed,Yes,Phone,12
A0033142,2025-08-21,S1103,C018163,SV04,Completed,No,Online,1
A0033143,2025-01-26,S1032,C008193,SV06,Completed,Yes,In Store,16
A0033144,2026-08-27,S1107,C016272,SV03,Completed,No,Phone,1
A0033145,2026-11-11,S1068,C019866,SV05,Completed,No,In Store,0
A0033146,2025-12-12,S1024,C005351,SV01,Completed,No,In Store,3
A0033147,2026-09-28,S1004,C008885,SV02,Completed,No,Online,15
A0033148,2025-11-02,S1082,C018388,SV04,Completed,No,Phone,3
A0033149,2026-07-28,S1052,C008278,SV02,Cancelled,No,Phone,15
A0033150,2026-06-10,S1055,C017571,SV04,Completed,No,Online,10
A0033151,2025-10-24,S1033,C006063,SV01,Completed,No,Phone,1
A0033152,2026-11-15,S1007,C019448,SV01,Completed,Yes,Phone,16
A0033153,2026-02-26,S1029,C019892,SV04,No-show,No,Phone,18
A0033154,2026-06-08,S1089,C002109,SV04,Completed,Yes,Phone,17
A0033155,2025-06-03,S1027,C014844,SV02,Completed,No,In Store,18
A0033156,2026-10-30,S1032,C007401,SV05,Cancelled,No,Online,2
A0033157,2026-01-22,S1030,C002708,SV01,Completed,Yes,Phone,5
A0033158,2026-12-27,S1076,C014050,SV03,Completed,Yes,In Store,13
A0033159,2026-09-10,S1019,C008041,SV03,Completed,Yes,Online,10
A0033160,2026-09-04,S1053,C000437,SV02,Completed,No,In Store,1
A0033161,2026-10-29,S1010,C005089,SV04,Completed,Yes,In Store,20
A0033162,2026-06-02,S1017,C009461,SV01,Rescheduled,No,Phone,13
A0033163,2026-11-29,S1070,C016271,SV04,Cancelled,No,Online,16
A0033164,2025-12-23,S1074,C005795,SV04,Rescheduled,No,In Store,20
A0033165,2025-06-12,S1117,C008932,SV02,Completed,No,Phone,6
A0033166,2025-10-07,S1096,C009673,SV01,Cancelled,No,Online,6
A0033167,2026-05-29,S1064,C006012,SV03,Completed,No,Online,0
A0033168,2026-05-19,S1036,C017265,SV03,Completed,Yes,Online,3
A0033169,2026-07-02,S1079,C018479,SV01,Rescheduled,No,Online,9
A0033170,2025-12-08,S1073,C002991,SV01,Completed,No,Phone,5
A0033171,2025-12-31,S1091,C003457,SV04,Completed,Yes,Phone,17
A0033172,2026-01-05,S1083,C003539,SV02,Completed,No,Online,4
A0033173,2026-10-18,S1010,C019765,SV08,Cancelled,No,Online,17
A0033174,2026-08-04,S1061,C007981,SV02,Completed,Yes,In Store,6
A0033175,2026-03-20,S1066,C013668,SV03,Completed,No,Online,14
A0033176,2026-08-15,S1102,C000023,SV06,Completed,No,In Store,11
A0033177,2026-10-18,S1065,C005357,SV03,Cancelled,No,Online,20
A0033178,2025-06-12,S1098,C000415,SV01,Completed,Yes,In Store,8
A0033179,2026-08-14,S1066,C016480,SV05,Completed,No,Online,18
A0033180,2026-03-22,S1026,C016681,SV01,Cancelled,No,In Store,7
A0033181,2025-11-19,S1077,C013732,SV03,Completed,Yes,Online,12
A0033182,2026-12-10,S1033,C016835,SV05,Completed,Yes,Phone,7
A0033183,2025-09-04,S1096,C016160,SV08,Cancelled,No,Phone,2
A0033184,2026-10-15,S1087,C016748,SV05,Completed,Yes,Online,15
A0033185,2026-12-28,S1091,C001658,SV02,Completed,No,Phone,19
A0033186,2025-01-26,S1033,C005570,SV01,Completed,Yes,In Store,17
A0033187,2026-04-24,S1012,C003352,SV04,Rescheduled,No,In Store,9
A0033188,2026-09-13,S1091,C016169,SV01,Cancelled,No,Phone,6
A0033189,2025-05-09,S1043,C000011,SV02,Completed,Yes,Online,1
A0033190,2026-10-02,S1069,C019307,SV08,Completed,Yes,In Store,15
A0033191,2025-11-06,S1058,C015512,SV02,Completed,Yes,Phone,5
A0033192,2025-07-18,S1007,C007176,SV04,Cancelled,No,Phone,7
A0033193,2026-04-23,S1016,C006888,SV04,Completed,Yes,Online,6
A0033194,2026-12-09,S1009,C008575,SV02,Cancelled,No,Phone,7
A0033195,2026-12-24,S1026,C015379,SV04,Completed,No,In Store,17
A0033196,2025-11-09,S1005,C005994,SV01,Completed,Yes,Phone,18
A0033197,2025-08-23,S1096,C000072,SV03,Completed,No,Online,2
A0033198,2026-07-01,S1048,C010937,SV07,Cancelled,No,Phone,0
A0033199,2026-12-20,S1060,C014596,SV02,No-show,No,In Store,13
A0033200,2025-01-31,S1057,C013747,SV01,Completed,Yes,Online,17
A0033201,2025-05-01,S1053,C011958,SV01,Completed,No,In Store,1
A0033202,2025-04-30,S1095,C017312,SV01,Completed,No,Online,7
A0033203,2025-06-28,S1053,C012648,SV02,No-show,No,In Store,21
A0033204,2025-10-27,S1108,C009662,SV01,Completed,Yes,Phone,3
A0033205,2026-05-01,S1082,C015385,SV02,Completed,Yes,Online,8
A0033206,2025-03-13,S1117,C000807,SV02,Completed,No,In Store,8
A0033207,2026-11-04,S1086,C010351,SV03,Cancelled,No,Online,15
A0033208,2026-03-07,S1061,C011569,SV01,Rescheduled,No,Phone,11
A0033209,2026-04-17,S1019,C018260,SV05,Rescheduled,No,Online,7
A0033210,2025-07-09,S1092,C018100,SV05,Completed,Yes,Online,13
A0033211,2025-05-18,S1010,C016101,SV05,Completed,No,In Store,5
A0033212,2025-07-27,S1087,C007048,SV02,Rescheduled,No,Online,16
A0033213,2025-11-13,S1082,C000760,SV06,Cancelled,No,Phone,17
A0033214,2026-05-05,S1037,C001390,SV08,Completed,No,Online,18
A0033215,2025-11-02,S1051,C004461,SV04,Completed,Yes,Online,3
A0033216,2026-01-01,S1053,C002635,SV07,Completed,No,Phone,4
A0033217,2025-04-30,S1012,C010069,SV03,Completed,Yes,Phone,15
A0033218,2025-06-08,S1100,C007716,SV01,Completed,No,In Store,16
A0033219,2026-04-04,S1016,C003737,SV05,Cancelled,No,Online,17
A0033220,2025-06-04,S1043,C011866,SV01,Completed,No,In Store,15
A0033221,2026-01-04,S1118,C015477,SV05,No-show,No,In Store,11
A0033222,2025-08-30,S1021,C012508,SV01,Completed,No,Online,4
A0033223,2026-08-03,S1023,C004356,SV02,Completed,Yes,Online,20
A0033224,2025-08-20,S1020,C001689,SV05,Completed,Yes,Phone,10
A0033225,2025-06-24,S1116,C010895,SV02,Rescheduled,No,Phone,10
A0033226,2026-11-07,S1082,C009739,SV03,Completed,No,Phone,11
A0033227,2025-05-18,S1001,C018771,SV01,Completed,No,Online,15
A0033228,2026-06-30,S1073,C013775,SV03,Completed,Yes,In Store,7
A0033229,2026-03-26,S1118,C010104,SV04,Completed,Yes,In Store,0
A0033230,2025-07-16,S1020,C002150,SV03,Completed,No,Online,3
A0033231,2026-07-13,S1027,C005645,SV02,Completed,Yes,Online,16
A0033232,2026-11-24,S1056,C003234,SV04,Completed,No,Online,13
A0033233,2025-08-14,S1003,C006762,SV02,Cancelled,No,In Store,5
A0033234,2026-10-31,S1096,C000850,SV08,Completed,Yes,Online,16
A0033235,2025-05-06,S1032,C009443,SV02,Completed,No,In Store,15
A0033236,2026-09-18,S1094,C001792,SV04,Completed,No,In Store,15
A0033237,2025-11-16,S1079,C004162,SV07,Completed,Yes,Online,15
A0033238,2026-06-19,S1049,C009332,SV01,Completed,No,In Store,11
A0033239,2025-08-26,S1085,C018372,SV04,Completed,Yes,In Store,7
A0033240,2026-07-16,S1092,C017980,SV06,Completed,Yes,Online,6
A0033241,2025-08-18,S1103,C010590,SV02,Completed,Yes,Phone,20
A0033242,2025-12-12,S1087,C019282,SV04,Completed,No,Online,16
A0033243,2025-01-21,S1114,C009581,SV06,Completed,No,Online,9
A0033244,2025-08-03,S1108,C006557,SV03,Completed,No,Online,2
A0033245,2025-09-18,S1108,C019474,SV05,No-show,No,Online,5
A0033246,2026-01-18,S1078,C012388,SV03,Completed,No,Online,13
A0033247,2025-10-05,S1030,C018209,SV01,Completed,No,Online,13
A0033248,2026-07-10,S1053,C004204,SV01,Completed,Yes,Online,19
A0033249,2026-06-04,S1096,C003739,SV01,Completed,Yes,Online,1
A0033250,2025-10-05,S1031,C017439,SV01,Completed,Yes,Phone,14
A0033251,2025-03-17,S1022,C007165,SV03,Completed,No,Online,5
A0033252,2025-08-28,S1110,C008711,SV01,Completed,Yes,In Store,7
A0033253,2025-04-21,S1118,C017438,SV01,Completed,Yes,In Store,5
A0033254,2025-04-20,S1064,C015259,SV08,Completed,No,Online,21
A0033255,2026-09-22,S1087,C006897,SV08,Completed,Yes,Online,13
A0033256,2026-07-12,S1092,C001632,SV01,Completed,Yes,In Store,3
A0033257,2025-03-15,S1099,C016409,SV03,Completed,No,In Store,5
A0033258,2026-04-30,S1024,C000962,SV07,Cancelled,No,In Store,7
A0033259,2026-01-17,S1082,C004130,SV05,Completed,Yes,In Store,7
A0033260,2026-02-01,S1067,C018293,SV01,Cancelled,No,Phone,6
A0033261,2026-10-17,S1038,C008402,SV01,Completed,Yes,Online,6
A0033262,2025-08-13,S1027,C004755,SV03,Completed,No,Online,14
A0033263,2025-11-17,S1075,C011427,SV01,Completed,No,Online,20
A0033264,2026-02-09,S1059,C017424,SV01,Completed,Yes,Online,10
A0033265,2026-12-31,S1064,C005355,SV01,Completed,No,Phone,17
A0033266,2025-02-09,S1013,C012626,SV02,Rescheduled,No,Online,19
A0033267,2025-05-04,S1101,C018816,SV01,Rescheduled,No,Online,18
A0033268,2025-04-21,S1064,C019462,SV04,No-show,No,Phone,10
A0033269,2026-04-02,S1088,C000132,SV06,Completed,Yes,Online,1
A0033270,2025-08-05,S1053,C015192,SV07,Completed,Yes,Phone,12
A0033271,2026-12-14,S1085,C015806,SV04,Completed,No,Online,6
A0033272,2025-03-13,S1081,C009204,SV06,No-show,No,Online,17
A0033273,2026-06-25,S1107,C014568,SV01,Completed,No,In Store,13
A0033274,2025-01-22,S1027,C002672,SV07,Completed,No,Phone,18
A0033275,2026-08-12,S1114,C013662,SV01,Cancelled,No,In Store,11
A0033276,2025-06-14,S1086,C008715,SV02,No-show,No,Online,3
A0033277,2026-12-22,S1110,C001068,SV02,Completed,No,Online,1
A0033278,2026-10-06,S1114,C003624,SV01,Completed,Yes,Online,21
A0033279,2025-02-14,S1003,C016808,SV01,Completed,Yes,Online,3
A0033280,2025-01-05,S1084,C008282,SV01,Completed,Yes,In Store,17
A0033281,2025-10-01,S1107,C002240,SV01,Rescheduled,No,Online,12
A0033282,2026-08-08,S1071,C003190,SV07,Completed,No,In Store,17
A0033283,2026-12-28,S1021,C003472,SV01,Completed,Yes,Online,14
A0033284,2026-02-21,S1060,C004106,SV04,Completed,No,Online,4
A0033285,2026-12-20,S1099,C017738,SV05,Completed,No,Online,9
A0033286,2025-02-05,S1086,C001322,SV02,Completed,No,Online,12
A0033287,2025-12-30,S1015,C009332,SV06,Completed,No,Phone,13
A0033288,2025-11-02,S1121,C018290,SV01,Completed,No,Online,14
A0033289,2026-07-08,S1101,C005446,SV07,Completed,No,In Store,13
A0033290,2026-04-08,S1083,C010801,SV05,Completed,Yes,Phone,1
A0033291,2025-11-23,S1008,C013534,SV05,Completed,Yes,In Store,0
A0033292,2025-03-01,S1016,C002058,SV01,Cancelled,No,In Store,12
A0033293,2026-06-14,S1014,C003768,SV06,Completed,No,Online,7
A0033294,2025-03-20,S1006,C016893,SV04,Completed,Yes,Online,5
A0033295,2026-12-02,S1117,C009300,SV06,Cancelled,No,In Store,16
A0033296,2025-03-20,S1011,C019269,SV04,Completed,No,Online,8
A0033297,2025-03-05,S1077,C005401,SV07,Completed,No,Phone,17
A0033298,2026-07-05,S1001,C001868,SV01,Cancelled,No,Online,18
A0033299,2025-06-02,S1079,C006785,SV01,Completed,No,Online,14
A0033300,2025-03-04,S1092,C018034,SV01,Completed,Yes,Online,17
A0033301,2026-03-13,S1084,C017095,SV02,Completed,No,Online,20
A0033302,2026-04-02,S1048,C017283,SV06,Completed,Yes,Online,11
A0033303,2026-01-27,S1052,C004318,SV05,Completed,Yes,Online,13
A0033304,2025-08-07,S1029,C002801,SV07,Rescheduled,No,Phone,1
A0033305,2025-02-10,S1031,C017082,SV01,Completed,No,Phone,11
A0033306,2026-03-13,S1077,C007852,SV02,Completed,No,In Store,12
A0033307,2025-05-02,S1005,C013610,SV07,Completed,No,In Store,12
A0033308,2025-01-18,S1109,C001074,SV07,Rescheduled,No,In Store,15
A0033309,2026-11-15,S1011,C018910,SV01,Rescheduled,No,Online,4
A0033310,2026-01-19,S1006,C017482,SV01,Completed,Yes,Online,10
A0033311,2026-09-14,S1008,C007411,SV02,Completed,Yes,Phone,20
A0033312,2026-08-23,S1027,C014004,SV02,Completed,No,In Store,13
A0033313,2025-03-09,S1061,C005799,SV02,No-show,No,Online,20
A0033314,2026-07-23,S1025,C015318,SV01,Completed,No,Online,20
A0033315,2025-03-29,S1058,C016895,SV07,Completed,Yes,Online,0
A0033316,2026-01-24,S1007,C012349,SV03,Completed,No,In Store,11
A0033317,2026-01-05,S1060,C013077,SV03,Completed,No,Online,3
A0033318,2025-06-04,S1015,C019997,SV04,Completed,No,Online,8
A0033319,2025-11-20,S1053,C012219,SV01,Completed,No,Phone,2
A0033320,2026-07-11,S1041,C010428,SV02,No-show,No,Phone,9
A0033321,2026-05-22,S1014,C013583,SV01,Completed,Yes,Phone,4
A0033322,2026-02-01,S1062,C008263,SV06,Completed,Yes,In Store,7
A0033323,2025-04-23,S1016,C005652,SV01,Cancelled,No,In Store,0
A0033324,2025-07-31,S1034,C014400,SV04,Completed,No,Online,9
A0033325,2025-04-05,S1090,C015931,SV01,Completed,Yes,Phone,1
A0033326,2026-11-09,S1117,C007528,SV02,Completed,Yes,Online,5
A0033327,2025-06-27,S1022,C015471,SV03,Completed,Yes,Online,6
A0033328,2026-01-24,S1016,C001318,SV04,Completed,No,Online,20
A0033329,2025-06-06,S1103,C016069,SV01,Completed,Yes,Online,18
A0033330,2026-10-23,S1097,C011301,SV03,Completed,Yes,Phone,6
A0033331,2025-10-28,S1037,C004275,SV02,Completed,Yes,Online,6
A0033332,2025-11-11,S1074,C004662,SV01,Completed,Yes,Online,10
A0033333,2026-12-22,S1050,C007846,SV07,Completed,No,Online,19
A0033334,2025-11-28,S1006,C017295,SV07,Completed,Yes,In Store,17
A0033335,2026-02-21,S1068,C017763,SV07,Completed,No,Online,11
A0033336,2025-09-19,S1016,C015354,SV02,Rescheduled,No,In Store,8
A0033337,2026-05-23,S1094,C008113,SV06,Completed,Yes,Online,21
A0033338,2025-10-04,S1050,C006875,SV03,Completed,Yes,Online,2
A0033339,2025-11-16,S1026,C016996,SV03,Completed,Yes,Phone,14
A0033340,2025-09-07,S1087,C014828,SV07,Completed,Yes,Online,19
A0033341,2026-05-07,S1038,C000527,SV04,Completed,Yes,In Store,16
A0033342,2026-07-08,S1109,C005404,SV07,Completed,Yes,Phone,21
A0033343,2026-07-14,S1102,C002123,SV04,Completed,No,Online,5
A0033344,2025-07-24,S1009,C012525,SV03,Completed,No,In Store,19
A0033345,2025-01-05,S1008,C004530,SV08,Completed,No,Phone,11
A0033346,2025-06-12,S1083,C002457,SV04,Completed,No,In Store,9
A0033347,2026-01-21,S1020,C006110,SV08,Completed,Yes,In Store,14
A0033348,2026-10-02,S1050,C015622,SV01,Completed,No,Online,8
A0033349,2026-06-25,S1042,C004107,SV01,Completed,No,In Store,7
A0033350,2026-12-16,S1110,C014478,SV01,Completed,No,In Store,2
A0033351,2026-01-08,S1060,C019580,SV02,Completed,Yes,Online,8
A0033352,2026-01-12,S1070,C007347,SV03,Completed,Yes,Online,9
A0033353,2025-02-14,S1077,C000001,SV08,Completed,No,Online,9
A0033354,2025-04-29,S1073,C010981,SV04,Cancelled,No,Phone,16
A0033355,2026-01-11,S1041,C005733,SV06,No-show,No,Online,19
A0033356,2025-03-14,S1106,C005144,SV01,Completed,Yes,Online,17
A0033357,2025-07-26,S1047,C010134,SV02,Completed,Yes,In Store,16
A0033358,2026-03-24,S1033,C016060,SV01,Rescheduled,No,Online,15
A0033359,2025-12-17,S1016,C008728,SV04,Completed,Yes,Phone,5
A0033360,2026-07-24,S1074,C019190,SV07,Completed,Yes,Online,12
A0033361,2026-04-16,S1013,C012361,SV04,No-show,No,Online,19
A0033362,2026-06-06,S1028,C001206,SV08,Completed,No,Online,21
A0033363,2025-11-16,S1121,C014594,SV05,Rescheduled,No,Phone,20
A0033364,2026-10-16,S1103,C007446,SV01,Completed,No,Online,20
A0033365,2025-06-13,S1016,C003977,SV04,Completed,Yes,Phone,10
A0033366,2025-10-31,S1111,C018602,SV01,Completed,Yes,Online,6
A0033367,2026-01-02,S1009,C018744,SV06,Completed,Yes,Online,11
A0033368,2026-11-17,S1048,C014901,SV05,Completed,No,In Store,18
A0033369,2025-10-31,S1106,C004809,SV01,Completed,No,Online,4
A0033370,2026-05-14,S1115,C011843,SV01,Completed,No,Online,8
A0033371,2025-09-01,S1121,C004826,SV02,Completed,Yes,In Store,10
A0033372,2026-06-30,S1119,C013236,SV02,No-show,No,Phone,12
A0033373,2026-04-14,S1012,C018929,SV06,Cancelled,No,Online,0
A0033374,2026-04-10,S1026,C011211,SV02,Completed,Yes,Online,9
A0033375,2025-08-20,S1065,C019778,SV01,Completed,Yes,Online,7
A0033376,2025-03-01,S1075,C003523,SV01,Rescheduled,No,Phone,1
A0033377,2026-02-04,S1092,C006794,SV01,Completed,No,Phone,3
A0033378,2026-10-02,S1033,C012386,SV01,Rescheduled,No,Online,1
A0033379,2026-05-19,S1003,C017656,SV06,Completed,Yes,Online,18
A0033380,2025-07-13,S1030,C003141,SV04,Completed,No,Online,16
A0033381,2025-10-26,S1050,C010806,SV01,No-show,No,Online,11
A0033382,2025-03-13,S1050,C001885,SV08,Completed,No,In Store,17
A0033383,2025-06-30,S1115,C001713,SV07,Completed,Yes,Online,11
A0033384,2026-10-25,S1042,C004952,SV01,Completed,Yes,Online,12
A0033385,2026-05-09,S1014,C018160,SV01,Completed,No,Online,18
A0033386,2025-07-20,S1058,C012146,SV01,Completed,Yes,In Store,11
A0033387,2025-11-01,S1102,C007853,SV02,Completed,No,In Store,15
A0033388,2026-12-23,S1015,C006963,SV02,Completed,No,Online,12
A0033389,2025-11-16,S1059,C010280,SV01,Completed,Yes,Phone,16
A0033390,2026-09-19,S1050,C002735,SV02,Completed,Yes,Online,2
A0033391,2025-05-29,S1002,C004394,SV01,Completed,No,In Store,7
A0033392,2026-04-29,S1007,C010316,SV02,Completed,No,Online,0
A0033393,2025-10-30,S1027,C006354,SV06,Rescheduled,No,Phone,1
A0033394,2026-10-11,S1091,C003049,SV05,Completed,No,Phone,3
A0033395,2026-09-10,S1055,C002063,SV02,Completed,Yes,In Store,13
A0033396,2026-08-18,S1041,C010828,SV07,No-show,No,Phone,12
A0033397,2026-01-18,S1094,C006543,SV02,Completed,Yes,Online,6
A0033398,2026-04-25,S1048,C001045,SV07,Completed,Yes,Phone,18
A0033399,2025-12-21,S1014,C006044,SV08,Completed,No,Online,5
A0033400,2026-03-03,S1035,C001931,SV08,Cancelled,No,In Store,5
A0033401,2026-02-25,S1050,C003671,SV01,Completed,Yes,Online,14
A0033402,2026-06-24,S1027,C014686,SV01,Completed,No,In Store,6
A0033403,2025-07-06,S1046,C019561,SV02,Completed,No,Online,14
A0033404,2025-05-19,S1043,C003271,SV02,No-show,No,Phone,3
A0033405,2025-03-26,S1086,C015381,SV07,Completed,No,Online,18
A0033406,2026-04-28,S1005,C008229,SV02,Completed,No,In Store,19
A0033407,2025-10-05,S1031,C016368,SV04,Completed,No,Online,0
A0033408,2025-02-12,S1081,C014300,SV01,Completed,Yes,In Store,11
A0033409,2026-08-30,S1121,C016718,SV01,Completed,No,In Store,18
A0033410,2026-09-30,S1067,C015608,SV07,Completed,Yes,In Store,10
A0033411,2025-10-28,S1108,C003730,SV04,Completed,Yes,Online,9
A0033412,2026-05-29,S1044,C002680,SV04,Completed,Yes,Online,14
A0033413,2025-06-27,S1014,C005145,SV01,Completed,Yes,Online,5
A0033414,2025-04-01,S1036,C007625,SV01,Completed,No,Online,4
A0033415,2025-10-26,S1114,C012582,SV05,Completed,Yes,Online,15
A0033416,2026-12-05,S1099,C006137,SV01,Completed,No,Online,3
A0033417,2026-09-21,S1075,C000532,SV08,Completed,No,Online,13
A0033418,2026-12-02,S1025,C017166,SV01,Completed,No,Online,7
A0033419,2025-05-09,S1121,C001858,SV06,Completed,No,Online,21
A0033420,2026-02-18,S1002,C000836,SV01,Completed,No,Online,11
A0033421,2025-07-23,S1052,C014987,SV03,Completed,Yes,In Store,7
A0033422,2025-01-05,S1019,C003086,SV05,Completed,No,Online,9
A0033423,2025-12-05,S1113,C007144,SV02,Completed,No,Phone,3
A0033424,2026-09-25,S1065,C006346,SV04,Completed,No,Online,14
A0033425,2025-06-06,S1026,C007506,SV05,Completed,No,Online,2
A0033426,2026-10-20,S1107,C000457,SV04,Completed,No,Online,17
A0033427,2026-01-31,S1023,C001803,SV05,Completed,Yes,In Store,4
A0033428,2025-04-12,S1080,C001644,SV01,Rescheduled,No,Online,4
A0033429,2026-09-08,S1045,C015951,SV04,Completed,Yes,Phone,19
A0033430,2025-12-17,S1009,C009950,SV01,No-show,No,Online,17
A0033431,2025-07-10,S1033,C000436,SV01,Completed,No,Online,3
A0033432,2026-11-12,S1095,C013290,SV08,Cancelled,No,Phone,14
A0033433,2025-06-13,S1069,C009510,SV02,Completed,Yes,Phone,0
A0033434,2026-09-09,S1032,C006340,SV01,Completed,Yes,Phone,18
A0033435,2025-01-10,S1102,C011522,SV03,Completed,Yes,Online,15
A0033436,2026-11-28,S1059,C005320,SV04,Cancelled,No,In Store,5
A0033437,2026-09-20,S1038,C009933,SV04,Completed,No,Online,4
A0033438,2026-06-04,S1078,C015781,SV02,Rescheduled,No,In Store,5
A0033439,2026-05-23,S1086,C010145,SV03,Completed,No,Online,13
A0033440,2025-07-05,S1062,C017256,SV05,Completed,Yes,Online,17
A0033441,2025-02-21,S1091,C001102,SV01,Cancelled,No,Phone,16
A0033442,2026-06-04,S1041,C008590,SV03,Completed,Yes,Online,4
A0033443,2026-11-28,S1087,C010277,SV04,Rescheduled,No,In Store,15
A0033444,2025-11-12,S1011,C002123,SV02,Completed,No,Phone,9
A0033445,2026-06-30,S1054,C014961,SV06,Completed,No,Online,13
A0033446,2026-05-30,S1010,C005630,SV04,Completed,No,Online,12
A0033447,2025-05-10,S1102,C008589,SV01,Completed,Yes,Phone,15
A0033448,2025-12-13,S1093,C007887,SV01,Completed,No,Online,15
A0033449,2026-11-16,S1047,C002858,SV03,Completed,Yes,Phone,17
A0033450,2026-09-15,S1022,C002925,SV01,Completed,Yes,Online,2
A0033451,2025-12-05,S1092,C014379,SV02,Completed,No,Phone,5
A0033452,2026-03-24,S1111,C013960,SV02,Completed,No,Online,20
A0033453,2025-03-10,S1018,C015501,SV03,Completed,No,Online,5
A0033454,2025-10-04,S1011,C018887,SV01,No-show,No,Online,16
A0033455,2026-12-26,S1061,C015299,SV01,Cancelled,No,Online,6
A0033456,2025-07-15,S1034,C009918,SV03,Completed,No,In Store,6
A0033457,2025-12-23,S1008,C005208,SV02,No-show,No,In Store,19
A0033458,2026-06-14,S1065,C012459,SV03,Completed,No,Phone,12
A0033459,2025-08-25,S1106,C004561,SV02,Completed,Yes,Online,5
A0033460,2026-10-03,S1058,C010991,SV04,Completed,No,In Store,10
A0033461,2025-01-06,S1063,C018560,SV05,Cancelled,No,Online,20
A0033462,2026-11-18,S1081,C004995,SV01,Completed,Yes,In Store,8
A0033463,2025-05-07,S1060,C007559,SV06,Completed,No,Phone,1
A0033464,2026-10-20,S1097,C013095,SV05,Completed,No,In Store,4
A0033465,2025-02-03,S1120,C017195,SV01,Completed,Yes,Online,6
A0033466,2025-01-20,S1079,C005141,SV04,Completed,Yes,In Store,20
A0033467,2026-05-22,S1096,C015969,SV01,Completed,Yes,Online,3
A0033468,2026-03-21,S1026,C016654,SV02,Completed,Yes,Online,3
A0033469,2026-05-01,S1048,C010338,SV03,Completed,No,In Store,5
A0033470,2026-06-09,S1013,C005152,SV07,Rescheduled,No,In Store,15
A0033471,2025-12-17,S1034,C018443,SV01,Cancelled,No,In Store,13
A0033472,2025-06-08,S1110,C009503,SV01,Completed,Yes,In Store,15
A0033473,2026-05-11,S1065,C004463,SV04,Completed,Yes,In Store,17
A0033474,2025-08-13,S1053,C007534,SV04,Completed,Yes,Phone,1
A0033475,2026-01-04,S1055,C008419,SV01,Completed,Yes,Phone,0
A0033476,2026-06-12,S1086,C000298,SV08,Completed,Yes,Online,20
A0033477,2026-02-21,S1029,C019554,SV02,Cancelled,No,Phone,19
A0033478,2026-11-14,S1081,C008637,SV07,Completed,Yes,In Store,7
A0033479,2026-04-22,S1092,C010623,SV04,Completed,No,In Store,9
A0033480,2025-05-24,S1057,C019051,SV01,Completed,Yes,In Store,15
A0033481,2025-01-19,S1031,C009590,SV07,Completed,Yes,Online,4
A0033482,2026-06-29,S1047,C018507,SV02,Completed,Yes,Phone,18
A0033483,2026-10-27,S1021,C009737,SV03,Completed,Yes,Phone,17
A0033484,2025-11-07,S1081,C008305,SV04,Completed,No,Online,10
A0033485,2026-05-27,S1112,C016886,SV01,Completed,No,In Store,7
A0033486,2025-08-15,S1019,C001209,SV04,Completed,No,In Store,9
A0033487,2025-04-05,S1069,C010392,SV04,Rescheduled,No,Online,17
A0033488,2025-08-03,S1082,C004175,SV04,Cancelled,No,Online,9
A0033489,2026-10-03,S1080,C017612,SV01,Completed,No,Online,8
A0033490,2026-08-25,S1086,C007847,SV05,Completed,No,Online,17
A0033491,2026-05-09,S1087,C017718,SV08,Completed,Yes,In Store,13
A0033492,2025-02-12,S1061,C010784,SV08,Completed,Yes,Phone,2
A0033493,2025-01-09,S1065,C002300,SV01,Completed,No,In Store,4
A0033494,2026-07-01,S1090,C016187,SV06,Completed,No,Online,14
A0033495,2025-01-10,S1009,C009716,SV03,Completed,Yes,Phone,17
A0033496,2025-07-10,S1035,C014703,SV06,Completed,Yes,In Store,17
A0033497,2025-08-23,S1100,C017959,SV03,Completed,No,In Store,15
A0033498,2025-08-19,S1100,C003136,SV02,Completed,No,In Store,11
A0033499,2025-10-15,S1006,C001805,SV03,Completed,No,Online,12
A0033500,2026-06-04,S1023,C016995,SV04,No-show,No,Online,4
A0033501,2025-07-19,S1045,C006376,SV04,Completed,Yes,In Store,4
A0033502,2025-12-24,S1069,C017652,SV03,Completed,No,Online,16
A0033503,2025-12-19,S1043,C007801,SV01,Completed,No,In Store,2
A0033504,2025-02-12,S1088,C005489,SV02,Completed,No,Online,17
A0033505,2025-11-12,S1108,C010658,SV05,Completed,Yes,Phone,13
A0033506,2026-08-01,S1072,C018364,SV06,Completed,No,Online,7
A0033507,2025-01-16,S1091,C014969,SV01,No-show,No,Phone,2
A0033508,2025-11-29,S1001,C015983,SV05,Completed,Yes,Online,7
A0033509,2026-07-08,S1071,C017540,SV02,Cancelled,No,Phone,14
A0033510,2025-10-14,S1025,C002312,SV05,No-show,No,Phone,11
