Customer_ID,Age,Gender,Customer_Segment,NHS_Eligible
C009257,68,Male,Returning,No
C009258,30,Female,Loyal,No
C009259,74,Female,Loyal,No
C009260,43,Male,New,Yes
C009261,47,Male,Loyal,Yes
C009262,52,Female,Returning,No
C009263,66,Female,Loyal,Yes
C009264,23,Female,Returning,No
C009265,51,Female,Loyal,Yes
C009266,69,Female,New,No
C009267,51,Female,Returning,No
C009268,33,Female,Loyal,No
C009269,19,Male,Loyal,No
C009270,51,Male,New,No
C009271,61,Male,New,No
C009272,51,Female,Loyal,Yes
C009273,79,Male,Returning,Yes
C009274,55,Female,New,Yes
C009275,49,Male,Returning,No
C009276,19,Female,Loyal,Yes
C009277,52,Female,Loyal,No
C009278,26,Male,New,Yes
C009279,63,Female,Loyal,No
C009280,26,Male,Returning,Yes
C009281,74,Male,Returning,No
C009282,35,Female,Loyal,No
C009283,44,Female,New,No
C009284,25,Male,Returning,No
C009285,29,Male,New,Yes
C009286,75,Male,New,No
C009287,34,Female,New,Yes
C009288,49,Male,Loyal,No
C009289,79,Female,Returning,No
C009290,56,Female,Returning,No
C009291,18,Male,New,No
C009292,39,Female,Loyal,No
C009293,41,Female,Returning,No
C009294,33,Female,Loyal,No
C009295,31,Male,New,No
C009296,48,Male,Returning,No
C009297,40,Male,New,No
C009298,35,Female,New,No
C009299,42,Female,Returning,Yes
C009300,38,Male,Loyal,No
C009301,30,Female,New,No
C009302,45,Female,Returning,No
C009303,77,Female,Returning,No
C009304,48,Male,Returning,Yes
C009305,54,Male,Loyal,No
C009306,79,Female,Returning,No
C009307,55,Female,Loyal,Yes
C009308,30,Male,Loyal,Yes
C009309,41,Male,Loyal,No
C009310,47,Female,New,Yes
C009311,46,Female,Loyal,Yes
C009312,25,Male,Loyal,No
C009313,22,Male,New,No
C009314,38,Male,Returning,No
C009315,75,Male,Loyal,No
C009316,62,Male,Returning,No
C009317,70,Female,Returning,No
C009318,27,Female,Returning,Yes
C009319,42,Female,Loyal,No
C009320,53,Male,New,No
C009321,44,Female,Returning,Yes
C009322,43,Female,Returning,Yes
C009323,39,Female,New,No
C009324,19,Male,New,Yes
C009325,71,Male,Returning,No
C009326,76,Female,Loyal,No
C009327,21,Female,Loyal,Yes
C009328,42,Male,Loyal,No
C009329,49,Female,Loyal,No
C009330,66,Male,New,No
C009331,80,Female,Returning,No
C009332,43,Male,New,No
C009333,64,Female,Returning,Yes
C009334,76,Male,Loyal,No
C009335,69,Female,New,Yes
C009336,34,Female,Returning,No
C009337,69,Male,Returning,No
C009338,42,Male,New,No
C009339,17,Male,Loyal,Yes
C009340,65,Male,Returning,No
C009341,70,Male,Returning,Yes
C009342,38,Male,Loyal,No
C009343,45,Female,New,No
C009344,39,Male,Returning,No
C009345,23,Female,Loyal,No
C009346,80,Female,Returning,Yes
C009347,17,Male,Returning,No
C009348,52,Female,Returning,Yes
C009349,16,Female,New,No
C009350,60,Female,New,No
C009351,74,Female,Loyal,No
C009352,57,Male,New,No
C009353,55,Female,Loyal,No
C009354,69,Female,New,No
C009355,79,Female,Loyal,No
C009356,72,Female,Loyal,No
C009357,31,Female,New,No
C009358,52,Female,Returning,No
C009359,69,Male,Loyal,No
C009360,35,Male,Returning,No
C009361,59,Female,Loyal,No
C009362,17,Female,New,No
C009363,73,Female,Loyal,No
C009364,55,Female,Returning,No
C009365,64,Female,New,No
C009366,69,Male,Returning,No
C009367,30,Male,New,No
C009368,45,Female,Returning,No
C009369,71,Female,New,Yes
C009370,26,Male,Loyal,Yes
C009371,69,Male,Returning,Yes
C009372,34,Female,Returning,No
C009373,53,Male,Loyal,Yes
C009374,49,Female,Loyal,No
C009375,60,Male,Loyal,No
C009376,70,Female,New,No
C009377,38,Male,Loyal,No
C009378,27,Female,New,No
C009379,43,Male,Returning,No
C009380,55,Male,Loyal,No
C009381,64,Male,New,No
C009382,64,Male,New,No
C009383,38,Female,Returning,No
C009384,76,Male,Returning,No
C009385,21,Female,Returning,No
C009386,23,Male,Loyal,Yes
C009387,17,Female,Loyal,Yes
C009388,76,Female,Loyal,Yes
C009389,27,Female,New,No
C009390,55,Male,Returning,No
C009391,68,Male,Loyal,No
C009392,65,Female,New,No
C009393,77,Male,Returning,No
C009394,19,Female,New,No
C009395,42,Female,New,Yes
C009396,48,Female,New,No
C009397,61,Male,Returning,No
C009398,56,Male,Returning,No
C009399,52,Male,New,Yes
C009400,35,Female,Returning,Yes
C009401,22,Female,New,Yes
C009402,44,Male,New,No
C009403,32,Female,Loyal,Yes
C009404,52,Male,Returning,No
C009405,67,Male,Loyal,Yes
C009406,51,Female,New,Yes
C009407,53,Female,New,No
C009408,18,Male,Loyal,No
C009409,57,Male,New,No
C009410,44,Male,New,No
C009411,24,Male,Returning,No
C009412,29,Female,Returning,No
C009413,66,Male,Loyal,No
C009414,75,Male,Loyal,Yes
C009415,49,Male,New,Yes
C009416,79,Female,New,No
C009417,27,Female,Returning,No
C009418,35,Female,New,No
C009419,76,Female,Returning,No
C009420,27,Other,New,Yes
C009421,58,Male,Loyal,No
C009422,30,Male,Loyal,No
C009423,37,Male,New,No
C009424,47,Female,New,No
C009425,39,Male,Loyal,No
C009426,72,Male,New,No
C009427,79,Male,New,No
C009428,48,Male,New,No
C009429,50,Male,New,No
C009430,19,Male,New,Yes
C009431,31,Female,New,No
C009432,18,Male,New,No
C009433,71,Female,Loyal,No
C009434,30,Female,New,No
C009435,38,Male,Loyal,No
C009436,70,Male,Returning,No
C009437,62,Male,Returning,No
C009438,56,Female,Loyal,No
C009439,18,Female,Returning,Yes
C009440,52,Female,New,No
C009441,52,Male,Returning,No
C009442,36,Male,New,No
C009443,64,Male,New,No
C009444,76,Female,Loyal,No
C009445,32,Male,Loyal,No
C009446,37,Female,Returning,Yes
C009447,36,Male,Returning,Yes
C009448,70,Male,Returning,No
C009449,21,Female,New,No
C009450,74,Male,New,No
C009451,66,Male,Returning,Yes
C009452,47,Female,New,No
C009453,53,Female,New,No
C009454,74,Male,Returning,Yes
C009455,66,Male,Returning,No
C009456,33,Male,New,No
C009457,19,Female,Loyal,Yes
C009458,58,Male,Loyal,No
C009459,25,Female,Returning,No
C009460,21,Female,New,Yes
C009461,79,Female,Returning,No
C009462,46,Female,Returning,No
C009463,58,Female,Returning,No
C009464,30,Female,Returning,Yes
C009465,22,Female,New,No
C009466,20,Male,New,No
C009467,39,Female,Loyal,No
C009468,16,Female,New,Yes
C009469,43,Male,Returning,No
C009470,37,Male,Loyal,No
C009471,50,Male,New,Yes
C009472,54,Female,Loyal,No
C009473,36,Male,Loyal,No
C009474,45,Male,Returning,No
C009475,21,Male,Returning,No
C009476,35,Male,Loyal,No
C009477,79,Female,New,Yes
C009478,80,Female,Returning,Yes
C009479,47,Female,New,No
C009480,77,Female,Loyal,No
C009481,48,Male,Returning,Yes
C009482,24,Female,Loyal,No
C009483,72,Male,New,No
C009484,42,Other,New,No
C009485,55,Male,Loyal,Yes
C009486,58,Female,Returning,No
C009487,36,Male,Returning,No
C009488,63,Female,Returning,No
C009489,48,Female,New,No
C009490,39,Female,New,No
C009491,35,Female,New,No
C009492,64,Male,Loyal,Yes
C009493,32,Female,New,No
C009494,24,Male,New,Yes
C009495,73,Female,Loyal,No
C009496,37,Male,Loyal,Yes
C009497,57,Female,Returning,No
C009498,62,Male,Returning,No
C009499,70,Female,Loyal,No
C009500,56,Male,Loyal,No
C009501,62,Male,Loyal,No
C009502,70,Male,Returning,No
C009503,77,Female,Returning,No
C009504,19,Male,Loyal,No
C009505,64,Male,Loyal,Yes
C009506,27,Male,Returning,No
C009507,73,Male,New,Yes
C009508,19,Male,Loyal,No
C009509,32,Other,Returning,No
C009510,28,Male,New,Yes
C009511,55,Female,New,No
C009512,16,Female,New,No
C009513,17,Male,Returning,Yes
C009514,48,Male,New,No
C009515,79,Female,Returning,Yes
C009516,50,Female,Loyal,No
C009517,44,Female,New,No
C009518,58,Female,New,No
C009519,51,Other,New,No
C009520,41,Male,Loyal,No
C009521,54,Female,New,Yes
C009522,16,Female,New,No
C009523,31,Female,New,No
C009524,59,Male,New,No
C009525,38,Male,Returning,No
C009526,19,Female,Returning,No
C009527,24,Female,New,No
C009528,72,Male,Returning,Yes
C009529,37,Male,Returning,No
C009530,17,Male,Loyal,Yes
C009531,63,Female,Returning,No
C009532,50,Other,Loyal,Yes
C009533,45,Male,Loyal,Yes
C009534,74,Male,Returning,Yes
C009535,36,Female,New,No
C009536,53,Female,Returning,Yes
C009537,64,Female,New,No
C009538,55,Male,Returning,No
C009539,29,Male,Returning,Yes
C009540,60,Female,Returning,No
C009541,64,Male,New,Yes
C009542,23,Male,Returning,No
C009543,26,Female,New,Yes
C009544,59,Male,New,No
C009545,23,Male,Returning,No
C009546,73,Female,New,Yes
C009547,23,Male,Loyal,No
C009548,79,Female,Returning,No
C009549,59,Male,Loyal,No
C009550,44,Male,Loyal,Yes
C009551,33,Male,Returning,Yes
C009552,38,Male,Returning,No
C009553,64,Female,Loyal,Yes
C009554,64,Female,New,No
C009555,29,Male,Returning,No
C009556,51,Female,New,Yes
C009557,80,Male,Loyal,No
C009558,32,Female,Loyal,Yes
C009559,61,Female,Returning,Yes
C009560,27,Female,Returning,No
C009561,70,Male,Returning,No
C009562,27,Female,Returning,No
C009563,35,Male,Returning,No
C009564,45,Female,Loyal,No
C009565,40,Male,New,Yes
C009566,27,Male,New,No
C009567,57,Male,New,No
C009568,17,Female,Returning,No
C009569,79,Male,Loyal,Yes
C009570,19,Female,New,No
C009571,37,Male,Returning,No
C009572,76,Female,Loyal,No
C009573,26,Male,New,No
C009574,20,Male,Loyal,Yes
C009575,64,Male,Loyal,Yes
C009576,20,Male,Loyal,Yes
C009577,74,Male,New,No
C009578,45,Female,Returning,Yes
C009579,72,Male,New,No
C009580,31,Other,New,No
C009581,25,Female,New,No
C009582,78,Female,New,No
C009583,65,Male,Loyal,No
C009584,75,Female,Returning,No
C009585,36,Male,New,No
C009586,42,Male,Returning,No
C009587,53,Male,Returning,No
C009588,45,Female,New,No
C009589,31,Female,New,Yes
C009590,40,Male,Returning,No
C009591,55,Female,Loyal,No
C009592,18,Female,New,Yes
C009593,37,Female,Loyal,No
C009594,35,Female,Returning,No
C009595,20,Female,Returning,No
C009596,23,Female,New,No
C009597,48,Male,Returning,No
C009598,22,Male,New,No
C009599,38,Male,New,No
C009600,52,Male,Loyal,No
C009601,72,Female,Returning,No
C009602,22,Female,New,Yes
C009603,44,Male,New,No
C009604,22,Female,New,Yes
C009605,43,Female,Loyal,No
C009606,47,Female,New,Yes
C009607,67,Male,Returning,No
C009608,44,Female,Returning,Yes
C009609,76,Female,New,No
C009610,24,Female,Returning,No
C009611,19,Male,Returning,Yes
C009612,16,Female,Loyal,No
C009613,39,Male,Returning,No
C009614,28,Female,New,Yes
C009615,21,Female,New,No
C009616,31,Female,New,No
C009617,79,Female,Returning,No
C009618,68,Female,Loyal,Yes
C009619,17,Male,New,No
C009620,75,Female,New,No
C009621,29,Male,Returning,No
C009622,42,Female,New,No
C009623,37,Female,Returning,Yes
C009624,42,Male,New,No
C009625,65,Male,Loyal,Yes
C009626,62,Female,New,No
C009627,54,Female,Returning,No
C009628,56,Male,Returning,No
C009629,63,Female,New,Yes
C009630,27,Male,New,No
C009631,41,Male,Returning,No
C009632,22,Female,Loyal,No
C009633,61,Male,Returning,No
C009634,44,Female,Returning,Yes
C009635,57,Male,Returning,No
C009636,52,Male,Returning,Yes
C009637,33,Male,Returning,No
C009638,25,Male,New,No
C009639,79,Male,Returning,No
C009640,35,Female,Loyal,Yes
C009641,23,Female,Returning,Yes
C009642,35,Female,Returning,No
C009643,74,Female,Loyal,No
C009644,32,Male,Returning,No
C009645,80,Female,Returning,No
C009646,45,Male,New,No
C009647,72,Female,New,Yes
C009648,58,Female,New,No
C009649,18,Female,Returning,No
C009650,49,Other,Returning,No
C009651,43,Female,Loyal,No
C009652,29,Female,New,Yes
C009653,51,Female,New,No
C009654,22,Male,Returning,No
C009655,61,Female,New,No
C009656,69,Male,Returning,No
C009657,22,Female,New,No
C009658,47,Female,New,No
C009659,58,Male,Returning,No
C009660,20,Male,Returning,No
C009661,41,Male,New,No
C009662,32,Female,New,No
C009663,18,Male,New,No
C009664,68,Male,New,No
C009665,44,Male,Loyal,No
C009666,64,Female,Returning,No
C009667,54,Female,New,No
C009668,72,Female,New,No
C009669,80,Male,New,No
C009670,55,Male,New,Yes
C009671,38,Female,Loyal,Yes
C009672,43,Female,New,No
C009673,69,Female,Loyal,No
C009674,43,Female,Loyal,No
C009675,49,Male,Returning,No
C009676,28,Female,Returning,Yes
C009677,80,Female,New,No
C009678,58,Female,Loyal,No
C009679,37,Female,Loyal,No
C009680,54,Male,Returning,No
C009681,42,Female,New,No
C009682,26,Male,New,Yes
C009683,72,Male,New,No
C009684,73,Male,New,Yes
C009685,70,Female,Returning,No
C009686,39,Male,Loyal,No
C009687,32,Male,Returning,No
C009688,19,Female,Returning,No
C009689,63,Male,Returning,Yes
C009690,37,Female,Returning,No
C009691,73,Female,Returning,No
C009692,72,Female,Loyal,No
C009693,24,Male,New,Yes
C009694,75,Female,Loyal,Yes
C009695,25,Female,New,Yes
C009696,47,Female,Returning,No
C009697,46,Female,Returning,Yes
C009698,78,Female,Returning,Yes
C009699,58,Male,Returning,No
C009700,72,Female,New,No
C009701,54,Male,Loyal,No
C009702,69,Male,New,No
C009703,71,Male,Returning,No
C009704,71,Male,Loyal,No
C009705,42,Female,Returning,No
C009706,40,Male,Loyal,No
C009707,80,Female,New,Yes
C009708,65,Female,New,No
C009709,75,Female,New,No
C009710,53,Male,Loyal,No
C009711,76,Male,Loyal,No
C009712,62,Female,Loyal,No
C009713,64,Male,Returning,Yes
C009714,27,Female,New,No
C009715,52,Female,New,No
C009716,63,Female,Returning,No
C009717,65,Male,New,Yes
C009718,78,Female,Returning,No
C009719,37,Female,Loyal,Yes
C009720,35,Female,New,No
C009721,79,Male,Returning,No
C009722,80,Male,Returning,Yes
C009723,27,Female,New,No
C009724,40,Male,New,No
C009725,77,Male,Returning,No
C009726,28,Female,Returning,No
C009727,66,Female,Returning,No
C009728,23,Male,New,No
C009729,27,Female,New,No
C009730,67,Female,Returning,Yes
C009731,55,Male,New,Yes
C009732,52,Male,Returning,No
C009733,71,Male,New,No
C009734,35,Male,Loyal,Yes
C009735,48,Female,New,No
C009736,55,Male,New,No
C009737,64,Female,Returning,Yes
C009738,37,Male,Returning,No
C009739,57,Female,Loyal,No
C009740,45,Female,Loyal,No
C009741,51,Female,Returning,Yes
C009742,72,Male,Returning,No
C009743,41,Female,Returning,No
C009744,59,Male,Returning,Yes
C009745,77,Female,New,Yes
C009746,65,Female,Returning,No
C009747,80,Male,Loyal,No
C009748,53,Female,New,No
C009749,34,Male,New,No
C009750,80,Male,New,No
C009751,57,Male,Returning,No
C009752,31,Female,Returning,No
C009753,36,Male,New,No
C009754,33,Male,Returning,No
C009755,70,Male,Loyal,No
C009756,22,Male,New,No
C009757,64,Female,Loyal,No
C009758,52,Male,Loyal,No
C009759,20,Female,Returning,Yes
C009760,55,Male,New,No
C009761,64,Male,Loyal,Yes
C009762,63,Male,New,No
C009763,50,Female,New,No
C009764,37,Male,New,No
C009765,26,Female,Loyal,No
C009766,16,Female,New,No
C009767,39,Male,Returning,No
C009768,57,Female,Returning,Yes
C009769,18,Female,Returning,No
C009770,80,Male,Returning,Yes
C009771,54,Male,New,No
C009772,35,Male,Returning,No
C009773,78,Male,New,No
C009774,27,Male,New,No
C009775,78,Female,New,No
C009776,34,Female,Returning,No
C009777,40,Male,New,Yes
C009778,43,Male,Returning,No
C009779,80,Female,New,No
C009780,32,Female,Returning,No
C009781,79,Male,New,Yes
C009782,38,Male,Returning,No
C009783,34,Male,Loyal,No
C009784,57,Male,New,No
C009785,61,Male,Returning,No
C009786,38,Male,Returning,No
C009787,24,Female,New,No
C009788,41,Male,New,No
C009789,51,Male,New,No
C009790,18,Male,Returning,No
C009791,21,Female,New,No
C009792,75,Male,Loyal,Yes
C009793,18,Male,Returning,Yes
C009794,42,Female,Returning,No
C009795,65,Male,Loyal,No
C009796,37,Male,New,Yes
C009797,48,Male,Loyal,No
C009798,21,Male,New,Yes
C009799,67,Female,Returning,No
C009800,57,Male,New,No
C009801,71,Female,Loyal,Yes
C009802,72,Male,New,No
C009803,38,Male,Returning,No
C009804,18,Male,Loyal,Yes
C009805,38,Male,New,Yes
C009806,25,Male,Loyal,No
C009807,50,Female,Returning,No
C009808,25,Female,Loyal,No
C009809,75,Female,Returning,Yes
C009810,55,Male,Loyal,Yes
C009811,32,Male,Loyal,No
C009812,75,Male,Returning,No
C009813,66,Female,Returning,No
C009814,44,Male,Loyal,No
C009815,25,Female,Loyal,No
C009816,38,Other,Loyal,Yes
C009817,53,Male,Returning,No
C009818,65,Male,New,No
C009819,33,Male,Loyal,No
C009820,64,Female,Returning,No
C009821,34,Female,New,No
C009822,32,Male,New,No
C009823,45,Male,New,No
C009824,26,Female,Returning,No
C009825,42,Female,Loyal,Yes
C009826,39,Male,Loyal,No
C009827,34,Female,New,Yes
C009828,66,Female,New,No
C009829,37,Female,New,No
C009830,61,Male,Returning,No
C009831,62,Female,Loyal,No
C009832,59,Female,Loyal,No
C009833,33,Female,New,No
C009834,69,Female,Loyal,Yes
C009835,31,Male,Returning,No
C009836,34,Female,Loyal,No
C009837,72,Female,Loyal,No
C009838,38,Male,Returning,No
C009839,61,Male,Loyal,Yes
C009840,18,Female,New,Yes
C009841,55,Female,Loyal,No
C009842,72,Male,Loyal,Yes
C009843,62,Male,Loyal,No
C009844,53,Male,New,Yes
C009845,71,Female,Loyal,No
C009846,35,Male,New,No
C009847,40,Female,Loyal,No
C009848,20,Female,Loyal,No
C009849,61,Male,New,No
C009850,63,Male,Returning,Yes
C009851,64,Female,Returning,No
C009852,64,Female,Loyal,No
C009853,24,Male,New,No
C009854,59,Female,Loyal,No
C009855,65,Female,Loyal,Yes
C009856,29,Female,Returning,No
C009857,46,Female,Returning,No
C009858,75,Male,Returning,No
C009859,42,Female,New,No
C009860,64,Male,Loyal,No
C009861,50,Male,New,Yes
C009862,58,Female,New,No
C009863,56,Male,New,Yes
C009864,58,Female,Returning,Yes
C009865,66,Male,Returning,Yes
C009866,74,Male,Returning,No
C009867,35,Male,New,No
C009868,76,Female,New,Yes
C009869,56,Male,Returning,No
C009870,54,Male,Returning,No
C009871,37,Female,New,No
C009872,43,Female,Returning,No
C009873,58,Female,Returning,No
C009874,39,Female,Loyal,Yes
C009875,34,Female,Returning,No
C009876,69,Male,New,No
C009877,43,Other,New,No
C009878,57,Female,New,Yes
C009879,18,Male,New,No
C009880,21,Male,Loyal,Yes
C009881,71,Female,Returning,Yes
C009882,25,Male,New,No
C009883,67,Male,Loyal,Yes
C009884,74,Male,New,Yes
C009885,47,Female,Loyal,No
C009886,73,Female,New,No
C009887,43,Male,New,No
C009888,77,Female,Loyal,Yes
C009889,31,Female,New,No
C009890,43,Female,New,No
C009891,41,Female,Loyal,No
C009892,66,Female,Returning,Yes
C009893,18,Male,Loyal,No
C009894,69,Female,Returning,No
C009895,17,Male,New,Yes
C009896,36,Male,Returning,No
C009897,54,Male,Loyal,Yes
C009898,25,Female,New,Yes
C009899,47,Female,New,No
C009900,80,Male,Returning,No
C009901,69,Male,Loyal,No
C009902,17,Female,New,No
C009903,54,Male,Returning,Yes
C009904,54,Male,New,Yes
C009905,20,Female,Returning,Yes
C009906,58,Male,Returning,No
C009907,49,Male,New,Yes
C009908,60,Male,New,No
C009909,35,Female,Returning,No
C009910,32,Female,New,No
C009911,63,Female,Loyal,No
C009912,62,Female,Loyal,No
C009913,26,Female,Returning,No
C009914,30,Male,Loyal,No
C009915,54,Female,Loyal,No
C009916,69,Female,Returning,No
C009917,29,Male,Loyal,Yes
C009918,30,Female,New,No
C009919,68,Female,Loyal,No
C009920,61,Male,New,Yes
C009921,74,Male,New,No
C009922,66,Female,Returning,No
C009923,77,Male,New,No
C009924,28,Male,New,No
C009925,33,Male,Returning,Yes
C009926,31,Male,New,No
C009927,19,Female,Loyal,No
C009928,66,Female,Loyal,No
C009929,59,Male,Returning,No
C009930,21,Female,New,Yes
C009931,28,Female,Returning,No
C009932,28,Female,New,No
C009933,42,Female,Returning,No
C009934,45,Female,New,No
C009935,34,Female,Returning,Yes
C009936,76,Male,New,Yes
C009937,29,Female,Loyal,No
C009938,52,Male,New,No
C009939,44,Female,Returning,No
C009940,41,Female,New,No
C009941,69,Male,Returning,No
C009942,79,Female,Loyal,No
C009943,16,Female,New,Yes
C009944,46,Male,New,Yes
C009945,23,Female,New,No
C009946,44,Female,Returning,No
C009947,56,Male,Returning,No
C009948,42,Female,Loyal,No
C009949,36,Male,Loyal,No
C009950,36,Female,New,No
C009951,35,Female,Loyal,No
C009952,37,Female,Loyal,No
C009953,40,Male,Returning,No
C009954,60,Female,New,Yes
C009955,22,Male,Returning,No
C009956,18,Male,Returning,Yes
C009957,49,Male,New,No
C009958,60,Female,New,No
C009959,32,Male,Returning,No
C009960,29,Male,Returning,No
C009961,56,Female,New,Yes
C009962,40,Male,Loyal,No
C009963,63,Female,New,No
C009964,25,Male,New,No
C009965,23,Male,New,No
C009966,51,Female,Returning,No
C009967,41,Female,New,No
C009968,63,Male,Returning,No
C009969,48,Male,Returning,No
C009970,39,Male,New,No
C009971,26,Female,New,Yes
C009972,26,Male,Returning,No
C009973,65,Male,Returning,No
C009974,30,Other,New,Yes
C009975,48,Female,Returning,No
C009976,69,Male,Returning,No
C009977,74,Female,Loyal,No
C009978,33,Male,Returning,Yes
C009979,23,Female,New,Yes
C009980,66,Male,Returning,No
C009981,60,Female,New,Yes
C009982,37,Female,Returning,No
C009983,54,Female,New,No
C009984,28,Male,Loyal,Yes
C009985,61,Male,Returning,No
C009986,63,Male,Loyal,No
C009987,35,Male,Returning,No
C009988,46,Female,Returning,No
C009989,37,Female,New,No
C009990,18,Female,New,No
C009991,24,Female,Loyal,No
C009992,78,Male,Loyal,Yes
C009993,45,Female,New,No
C009994,25,Male,Returning,Yes
C009995,18,Male,New,No
C009996,38,Male,Returning,No
C009997,79,Female,Loyal,No
C009998,41,Male,New,No
C009999,80,Male,New,No
C010000,47,Female,Returning,Yes
C010001,65,Male,New,No
C010002,67,Female,New,No
C010003,17,Male,New,Yes
C010004,16,Male,Returning,No
C010005,75,Male,Loyal,No
C010006,76,Male,Loyal,No
C010007,24,Male,Returning,No
C010008,57,Female,Loyal,No
C010009,76,Female,Returning,No
C010010,77,Male,Returning,Yes
C010011,35,Male,New,No
C010012,69,Male,New,No
C010013,58,Female,Returning,Yes
C010014,76,Female,Loyal,No
C010015,25,Male,Returning,No
C010016,55,Male,Loyal,No
C010017,17,Female,New,No
C010018,39,Female,New,No
C010019,16,Male,Loyal,Yes
C010020,44,Male,New,No
C010021,68,Female,Returning,No
C010022,58,Male,New,No
C010023,36,Female,Loyal,No
C010024,43,Female,New,No
C010025,39,Female,Loyal,Yes
C010026,63,Female,New,Yes
C010027,33,Male,New,No
C010028,21,Female,Loyal,No
C010029,48,Male,Returning,No
C010030,69,Female,New,No
C010031,47,Female,Returning,No
C010032,29,Female,New,No
C010033,18,Female,New,No
C010034,77,Male,New,No
C010035,65,Male,Returning,Yes
C010036,26,Male,New,No
C010037,20,Male,Loyal,Yes
C010038,24,Male,Loyal,No
C010039,40,Male,New,No
C010040,68,Male,Returning,No
C010041,26,Male,Returning,Yes
C010042,69,Female,Returning,Yes
C010043,16,Female,Returning,Yes
C010044,64,Male,Returning,No
C010045,34,Male,New,No
C010046,78,Female,Returning,No
C010047,46,Male,New,Yes
C010048,33,Female,Loyal,Yes
C010049,31,Male,Returning,No
C010050,69,Male,Returning,Yes
C010051,42,Female,Returning,No
C010052,38,Male,New,Yes
C010053,63,Male,New,No
C010054,50,Male,New,No
C010055,59,Male,Returning,No
C010056,44,Male,Returning,No
C010057,20,Female,New,No
C010058,16,Male,Returning,Yes
C010059,18,Female,New,Yes
C010060,53,Female,Returning,No
C010061,49,Female,New,No
C010062,64,Female,Loyal,No
C010063,74,Male,Returning,Yes
C010064,27,Male,Returning,No
C010065,78,Male,Returning,No
C010066,76,Female,Loyal,Yes
C010067,56,Male,Returning,Yes
C010068,50,Male,New,No
C010069,27,Female,New,No
C010070,27,Male,New,Yes
C010071,17,Female,Returning,Yes
C010072,57,Male,Returning,No
C010073,44,Female,New,Yes
C010074,28,Male,New,No
C010075,24,Male,Returning,Yes
C010076,20,Male,Returning,No
C010077,57,Female,Loyal,No
C010078,60,Female,Returning,Yes
C010079,57,Male,New,No
C010080,23,Female,Returning,Yes
C010081,18,Female,Returning,No
C010082,22,Male,Returning,No
C010083,64,Male,New,No
C010084,64,Male,Loyal,No
C010085,35,Female,New,Yes
C010086,19,Female,New,No
C010087,36,Male,New,Yes
C010088,68,Female,Loyal,No
C010089,25,Female,Returning,No
C010090,67,Female,New,No
C010091,46,Male,New,No
C010092,25,Female,New,No
C010093,76,Male,Returning,No
C010094,49,Female,Returning,No
C010095,59,Female,Returning,No
C010096,22,Male,Returning,No
C010097,40,Male,Loyal,Yes
C010098,57,Male,Returning,No
C010099,57,Male,Loyal,No
C010100,20,Female,Returning,No
C010101,55,Female,Returning,No
C010102,77,Female,Returning,Yes
C010103,67,Female,Loyal,No
C010104,29,Male,New,No
C010105,75,Male,Returning,No
C010106,60,Female,Returning,Yes
C010107,19,Female,Loyal,No
C010108,24,Other,New,Yes
C010109,75,Male,Returning,No
C010110,29,Female,New,No
C010111,22,Female,Loyal,Yes
C010112,45,Female,Loyal,No
C010113,50,Female,Returning,No
C010114,53,Female,Returning,Yes
C010115,58,Female,Returning,No
C010116,80,Female,Returning,No
C010117,65,Female,New,Yes
C010118,17,Female,Loyal,No
C010119,21,Female,Returning,No
C010120,16,Female,New,Yes
C010121,41,Male,Returning,Yes
C010122,38,Male,New,No
C010123,76,Female,Returning,No
C010124,39,Female,Returning,No
C010125,17,Male,Returning,No
C010126,73,Female,New,No
C010127,32,Male,Returning,No
C010128,75,Other,Returning,No
C010129,66,Female,Returning,No
C010130,73,Female,Returning,No
C010131,69,Female,Returning,Yes
C010132,25,Male,Returning,No
C010133,56,Female,New,No
C010134,42,Male,New,Yes
C010135,56,Female,Returning,No
C010136,64,Male,Loyal,No
C010137,48,Male,New,No
C010138,36,Female,Returning,No
C010139,75,Male,Returning,No
C010140,59,Male,New,No
C010141,73,Male,New,No
C010142,31,Other,Returning,No
C010143,70,Male,Returning,Yes
C010144,37,Female,New,Yes
C010145,45,Male,Loyal,No
C010146,71,Male,Loyal,No
C010147,39,Male,New,No
C010148,32,Male,New,No
C010149,75,Female,Returning,Yes
C010150,78,Female,Loyal,No
C010151,36,Female,Loyal,No
C010152,35,Male,Loyal,No
C010153,30,Female,Returning,No
C010154,17,Female,Loyal,No
C010155,51,Female,New,No
C010156,32,Male,New,Yes
C010157,71,Female,Returning,Yes
C010158,27,Female,Returning,No
C010159,57,Female,Loyal,No
C010160,48,Female,Returning,No
C010161,55,Female,Loyal,No
C010162,23,Female,New,Yes
C010163,46,Male,New,No
C010164,56,Female,Loyal,Yes
C010165,38,Female,Returning,No
C010166,72,Male,New,No
C010167,50,Female,New,No
C010168,39,Female,Loyal,Yes
C010169,18,Female,Loyal,No
C010170,26,Female,Loyal,No
C010171,46,Male,Returning,No
C010172,42,Other,Loyal,No
C010173,72,Female,New,No
C010174,67,Male,Returning,No
C010175,26,Male,Returning,No
C010176,54,Female,Loyal,Yes
C010177,45,Male,New,No
C010178,22,Male,Loyal,Yes
C010179,59,Male,Returning,No
C010180,50,Male,New,No
C010181,21,Female,Returning,Yes
C010182,46,Male,New,Yes
C010183,63,Female,Returning,No
C010184,37,Male,Returning,No
