Sale_ID,Date,Store_ID,Customer_ID,Product_ID,Quantity,Unit_Price,Discount_Pct,Payment_Method,Return_Flag,Gross_Revenue,Discount_Amount,Net_Revenue,Cost,Gross_Margin,Region,Category,Month_Year
T00038183,2026-10-17,S1089,C004859,P0258,1,51.48,0.2,Cash,No,51.48,10.3,41.18,25.01,16.17,North East,Contact Lenses,2026-10
T00038184,2026-08-04,S1060,C012833,P0009,2,29.38,0.15,Gift Card,No,58.76,8.81,49.95,27.2,22.75,North West,Contact Lenses,2026-08
T00038185,2026-01-01,S1027,C018613,P0090,1,16.62,0.0,Card,No,16.62,0.0,16.62,11.07,5.55,South West,Lens Care,2026-01
T00038186,2026-12-15,S1082,C007748,P0142,1,167.48,0.0,Card,No,167.48,0.0,167.48,89.79,77.69,Yorkshire,Spectacle Frame,2026-12
T00038187,2025-01-06,S1120,C014583,P0020,1,14.81,0.05,Cash,No,14.81,0.74,14.07,8.13,5.94,Wales,Lens Care,2025-01
T00038188,2026-03-30,S1103,C005305,P0210,1,9.05,0.0,Card,No,9.05,0.0,9.05,4.06,4.99,Scotland,Lens Care,2026-03
T00038189,2025-07-24,S1002,C006531,P0215,1,96.17,0.0,Card,No,96.17,0.0,96.17,40.47,55.7,London,Prescription Lens,2025-07
T00038190,2025-03-17,S1019,C008201,P0098,2,34.88,0.0,Card,No,69.76,0.0,69.76,32.13,37.63,South East,Contact Lenses,2025-03
T00038191,2026-01-10,S1012,C006649,P0034,1,321.67,0.0,Card,No,321.67,0.0,321.67,154.72,166.95,South East,Prescription Lens,2026-01
T00038192,2026-06-30,S1054,C007206,P0265,1,202.02,0.0,Klarna,No,202.02,0.0,202.02,115.89,86.13,North West,Prescription Lens,2026-06
T00038193,2026-07-08,S1079,C010809,P0131,1,148.94,0.05,Card,No,148.94,7.45,141.49,66.97,74.52,Yorkshire,Spectacle Frame,2026-07
T00038194,2025-08-30,S1037,C011985,P0147,1,56.37,0.15,Klarna,No,56.37,8.46,47.91,21.66,26.25,South West,Sunglasses,2025-08
T00038195,2025-04-20,S1102,C006269,P0127,1,104.22,0.05,Card,No,104.22,5.21,99.01,60.91,38.1,Scotland,Sunglasses,2025-04
T00038196,2026-02-17,S1032,C008415,P0103,1,83.67,0.05,Klarna,No,83.67,4.18,79.49,49.91,29.58,South West,Prescription Lens,2026-02
T00038197,2026-05-16,S1108,C005357,P0272,1,346.41,0.05,Klarna,No,346.41,17.32,329.09,140.51,188.58,Scotland,Spectacle Frame,2026-05
T00038198,2025-02-25,S1096,C014278,P0112,1,316.69,0.0,Card,No,316.69,0.0,316.69,194.33,122.36,Scotland,Spectacle Frame,2025-02
T00038199,2026-04-28,S1117,C011469,P0108,1,20.29,0.0,Klarna,No,20.29,0.0,20.29,13.36,6.93,Wales,Contact Lenses,2026-04
T00038200,2026-06-24,S1059,C019548,P0220,1,24.18,0.1,Cash,No,24.18,2.42,21.76,14.44,7.32,North West,Lens Care,2026-06
T00038201,2026-12-21,S1068,C008353,P0185,1,145.47,0.1,Card,No,145.47,14.55,130.92,67.61,63.31,North West,Prescription Lens,2026-12
T00038202,2026-03-11,S1025,C006924,P0268,1,57.53,0.15,Card,Yes,57.53,8.63,48.9,30.1,18.8,South West,Contact Lenses,2026-03
T00038203,2026-10-05,S1049,C000182,P0135,1,218.82,0.05,Klarna,No,218.82,10.94,207.88,122.96,84.92,Midlands,Prescription Lens,2026-10
T00038204,2026-04-08,S1058,C013729,P0078,1,30.52,0.2,Klarna,Yes,30.52,6.1,24.42,12.99,11.43,North West,Contact Lenses,2026-04
T00038205,2026-06-11,S1062,C018179,P0098,2,34.88,0.0,Cash,No,69.76,0.0,69.76,30.86,38.9,North West,Contact Lenses,2026-06
T00038206,2025-02-25,S1066,C008904,P0109,1,27.72,0.0,Card,No,27.72,0.0,27.72,13.86,13.86,North West,Contact Lenses,2025-02
T00038207,2026-09-11,S1002,C009866,P0031,1,73.66,0.0,Card,No,73.66,0.0,73.66,31.28,42.38,London,Spectacle Frame,2026-09
T00038208,2026-07-01,S1055,C008438,P0096,1,122.18,0.05,Gift Card,No,122.18,6.11,116.07,72.12,43.95,North West,Sunglasses,2026-07
T00038209,2026-05-06,S1036,C018344,P0272,1,346.41,0.0,Card,No,346.41,0.0,346.41,226.76,119.65,South West,Spectacle Frame,2026-05
T00038210,2026-02-16,S1099,C013397,P0272,1,346.41,0.0,Klarna,No,346.41,0.0,346.41,214.81,131.6,Scotland,Spectacle Frame,2026-02
T00038211,2025-12-10,S1054,C005376,P0058,1,52.43,0.1,Klarna,No,52.43,5.24,47.19,24.81,22.38,North West,Contact Lenses,2025-12
T00038212,2025-03-30,S1081,C002353,P0288,2,64.96,0.05,Card,No,129.92,6.5,123.42,58.5,64.92,Yorkshire,Contact Lenses,2025-03
T00038213,2025-01-07,S1068,C000550,P0292,1,416.02,0.1,Card,No,416.02,41.6,374.42,234.86,139.56,North West,Spectacle Frame,2025-01
T00038214,2026-12-03,S1073,C013165,P0057,1,199.96,0.0,Card,No,199.96,0.0,199.96,116.03,83.93,Yorkshire,Sunglasses,2026-12
T00038215,2025-03-17,S1093,C001111,P0026,2,225.37,0.1,Card,No,450.74,45.07,405.67,174.54,231.13,North East,Sunglasses,2025-03
T00038216,2025-02-13,S1011,C009099,P0218,1,61.8,0.1,Card,No,61.8,6.18,55.62,27.05,28.57,South East,Contact Lenses,2025-02
T00038217,2025-10-30,S1059,C018967,P0048,1,62.64,0.15,Card,No,62.64,9.4,53.24,33.22,20.02,North West,Contact Lenses,2025-10
T00038218,2026-02-21,S1082,C015762,P0188,1,21.99,0.1,Klarna,No,21.99,2.2,19.79,8.62,11.17,Yorkshire,Contact Lenses,2026-02
T00038219,2025-02-28,S1045,C016656,P0265,1,202.02,0.05,Card,No,202.02,10.1,191.92,93.69,98.23,Midlands,Prescription Lens,2025-02
T00038220,2026-05-04,S1099,C003126,P0018,1,19.14,0.05,Card,No,19.14,0.96,18.18,9.46,8.72,Scotland,Contact Lenses,2026-05
T00038221,2025-05-09,S1109,C000851,P0238,1,44.98,0.05,Klarna,No,44.98,2.25,42.73,28.29,14.44,Scotland,Contact Lenses,2025-05
T00038222,2026-03-09,S1030,C000060,P0139,1,28.04,0.0,Klarna,No,28.04,0.0,28.04,14.43,13.61,South West,Contact Lenses,2026-03
T00038223,2025-10-13,S1113,C001946,P0132,1,201.79,0.0,Card,No,201.79,0.0,201.79,127.33,74.46,Wales,Spectacle Frame,2025-10
T00038224,2025-02-12,S1056,C005479,P0030,1,22.92,0.0,Card,No,22.92,0.0,22.92,14.07,8.85,North West,Lens Care,2025-02
T00038225,2025-09-01,S1029,C002524,P0231,1,175.59,0.1,Card,No,175.59,17.56,158.03,72.3,85.73,South West,Spectacle Frame,2025-09
T00038226,2025-12-17,S1009,C005676,P0250,1,10.41,0.05,Card,No,10.41,0.52,9.89,5.93,3.96,South East,Lens Care,2025-12
T00038227,2025-06-13,S1054,C019488,P0005,3,136.08,0.1,Card,No,408.24,40.82,367.42,216.3,151.12,North West,Prescription Lens,2025-06
T00038228,2026-09-06,S1029,C006404,P0159,1,22.39,0.05,Card,No,22.39,1.12,21.27,12.51,8.76,South West,Contact Lenses,2026-09
T00038229,2026-06-21,S1019,C016925,P0160,1,8.63,0.0,Card,No,8.63,0.0,8.63,4.66,3.97,South East,Lens Care,2026-06
T00038230,2025-02-15,S1010,C017588,P0040,1,23.32,0.0,Card,No,23.32,0.0,23.32,14.87,8.45,South East,Lens Care,2025-02
T00038231,2026-09-21,S1051,C003096,P0275,1,220.32,0.05,Card,No,220.32,11.02,209.3,132.93,76.37,Midlands,Prescription Lens,2026-09
T00038232,2025-12-31,S1088,C017850,P0060,1,22.87,0.0,Klarna,No,22.87,0.0,22.87,14.64,8.23,North East,Lens Care,2025-12
T00038233,2026-01-20,S1042,C001623,P0104,1,397.44,0.0,Card,No,397.44,0.0,397.44,235.7,161.74,Midlands,Prescription Lens,2026-01
T00038234,2025-11-14,S1042,C001685,P0068,1,28.12,0.0,Klarna,No,28.12,0.0,28.12,15.03,13.09,Midlands,Contact Lenses,2025-11
T00038235,2026-01-15,S1096,C005801,P0200,1,14.62,0.0,Card,No,14.62,0.0,14.62,7.96,6.66,Scotland,Lens Care,2026-01
T00038236,2025-01-22,S1096,C002500,P0206,1,228.51,0.0,Card,No,228.51,0.0,228.51,143.7,84.81,Scotland,Sunglasses,2025-01
T00038237,2026-07-15,S1009,C004166,P0222,1,315.92,0.0,Gift Card,No,315.92,0.0,315.92,150.06,165.86,South East,Spectacle Frame,2026-07
T00038238,2026-02-01,S1036,C009725,P0009,1,29.38,0.1,Gift Card,No,29.38,2.94,26.44,11.5,14.94,South West,Contact Lenses,2026-02
T00038239,2026-10-11,S1113,C003095,P0060,1,22.87,0.1,Gift Card,Yes,22.87,2.29,20.58,8.7,11.88,Wales,Lens Care,2026-10
T00038240,2025-12-23,S1035,C006519,P0163,1,122.12,0.15,Cash,Yes,122.12,18.32,103.8,47.2,56.6,South West,Prescription Lens,2025-12
T00038241,2025-02-06,S1079,C018505,P0028,1,16.08,0.15,Klarna,No,16.08,2.41,13.67,6.32,7.35,Yorkshire,Contact Lenses,2025-02
T00038242,2026-05-07,S1051,C012002,P0100,1,14.77,0.0,Card,No,14.77,0.0,14.77,7.82,6.95,Midlands,Lens Care,2026-05
T00038243,2026-10-08,S1109,C006175,P0135,1,218.82,0.0,Cash,No,218.82,0.0,218.82,106.5,112.32,Scotland,Prescription Lens,2026-10
T00038244,2026-01-08,S1086,C002514,P0285,2,128.26,0.0,Klarna,No,256.52,0.0,256.52,142.02,114.5,North East,Prescription Lens,2026-01
T00038245,2026-11-27,S1090,C015524,P0186,1,256.29,0.0,Cash,No,256.29,0.0,256.29,123.6,132.69,North East,Sunglasses,2026-11
T00038246,2026-11-19,S1068,C007665,P0198,2,62.44,0.05,Card,No,124.88,6.24,118.64,76.14,42.5,North West,Contact Lenses,2026-11
T00038247,2025-02-24,S1087,C003216,P0135,1,218.82,0.0,Card,No,218.82,0.0,218.82,110.61,108.21,North East,Prescription Lens,2025-02
T00038248,2025-10-02,S1020,C011238,P0047,1,93.67,0.05,Card,No,93.67,4.68,88.99,42.98,46.01,South East,Sunglasses,2025-10
T00038249,2026-11-22,S1008,C017958,P0251,1,127.41,0.15,Card,No,127.41,19.11,108.3,46.39,61.91,London,Spectacle Frame,2026-11
T00038250,2026-09-03,S1001,C007118,P0081,2,160.18,0.05,Card,Yes,320.36,16.02,304.34,200.55,103.79,London,Spectacle Frame,2026-09
T00038251,2026-09-19,S1049,C018147,P0034,2,321.67,0.0,Card,No,643.34,0.0,643.34,292.85,350.49,Midlands,Prescription Lens,2026-09
T00038252,2025-12-09,S1069,C012940,P0190,2,13.34,0.0,Cash,No,26.68,0.0,26.68,14.13,12.55,Yorkshire,Lens Care,2025-12
T00038253,2025-01-24,S1052,C010138,P0134,1,343.8,0.1,Klarna,No,343.8,34.38,309.42,151.82,157.6,Midlands,Prescription Lens,2025-01
T00038254,2026-06-24,S1057,C004316,P0178,1,47.12,0.0,Klarna,No,47.12,0.0,47.12,24.58,22.54,North West,Contact Lenses,2026-06
T00038255,2026-03-02,S1108,C004437,P0264,2,415.99,0.0,Card,No,831.98,0.0,831.98,472.39,359.59,Scotland,Prescription Lens,2026-03
T00038256,2025-12-02,S1045,C016149,P0249,1,61.94,0.1,Klarna,Yes,61.94,6.19,55.75,33.74,22.01,Midlands,Contact Lenses,2025-12
T00038257,2025-09-09,S1033,C000192,P0017,1,179.81,0.05,Klarna,No,179.81,8.99,170.82,75.37,95.45,South West,Sunglasses,2025-09
T00038258,2026-08-11,S1066,C008039,P0145,1,128.4,0.0,Card,No,128.4,0.0,128.4,65.94,62.46,North West,Prescription Lens,2026-08
T00038259,2026-01-25,S1030,C009006,P0187,1,84.3,0.15,Klarna,No,84.3,12.64,71.66,40.88,30.78,South West,Sunglasses,2026-01
T00038260,2026-04-02,S1008,C006286,P0249,1,61.94,0.05,Cash,No,61.94,3.1,58.84,38.55,20.29,London,Contact Lenses,2026-04
T00038261,2026-07-28,S1121,C001846,P0116,3,294.04,0.1,Card,No,882.12,88.21,793.91,457.21,336.7,Wales,Sunglasses,2026-07
T00038262,2025-11-17,S1029,C001904,P0276,2,166.79,0.0,Card,No,333.58,0.0,333.58,145.33,188.25,South West,Sunglasses,2025-11
T00038263,2025-11-26,S1010,C018436,P0090,2,16.62,0.0,Card,No,33.24,0.0,33.24,20.68,12.56,South East,Lens Care,2025-11
T00038264,2026-06-13,S1066,C015754,P0247,1,96.72,0.15,Klarna,No,96.72,14.51,82.21,47.11,35.1,North West,Sunglasses,2026-06
T00038265,2026-11-27,S1070,C002611,P0229,1,53.89,0.05,Card,No,53.89,2.69,51.2,25.73,25.47,Yorkshire,Contact Lenses,2026-11
T00038266,2026-05-07,S1066,C003699,P0221,1,232.21,0.2,Cash,No,232.21,46.44,185.77,102.54,83.23,North West,Spectacle Frame,2026-05
T00038267,2025-08-28,S1085,C008127,P0297,1,71.67,0.2,Card,Yes,71.67,14.33,57.34,28.31,29.03,North East,Sunglasses,2025-08
T00038268,2025-01-27,S1031,C017270,P0225,1,240.82,0.05,Card,No,240.82,12.04,228.78,119.97,108.81,South West,Prescription Lens,2025-01
T00038269,2026-07-08,S1100,C006601,P0081,1,160.18,0.0,Card,No,160.18,0.0,160.18,98.42,61.76,Scotland,Spectacle Frame,2026-07
T00038270,2025-03-23,S1007,C019965,P0221,1,232.21,0.0,Klarna,No,232.21,0.0,232.21,109.47,122.74,London,Spectacle Frame,2025-03
T00038271,2025-10-17,S1010,C012906,P0122,1,295.15,0.1,Klarna,No,295.15,29.52,265.63,171.39,94.24,South East,Spectacle Frame,2025-10
T00038272,2025-08-20,S1050,C012730,P0284,2,383.76,0.0,Card,No,767.52,0.0,767.52,391.27,376.25,Midlands,Prescription Lens,2025-08
T00038273,2026-11-13,S1067,C003994,P0165,1,88.37,0.0,Card,No,88.37,0.0,88.37,52.51,35.86,North West,Prescription Lens,2026-11
T00038274,2026-03-08,S1103,C019351,P0272,1,346.41,0.05,Card,No,346.41,17.32,329.09,198.47,130.62,Scotland,Spectacle Frame,2026-03
T00038275,2025-03-30,S1015,C007620,P0005,1,136.08,0.1,Card,No,136.08,13.61,122.47,67.32,55.15,South East,Prescription Lens,2025-03
T00038276,2026-08-12,S1047,C008389,P0044,1,231.28,0.15,Card,No,231.28,34.69,196.59,104.3,92.29,Midlands,Prescription Lens,2026-08
T00038277,2025-12-23,S1114,C006698,P0053,1,67.22,0.1,Card,Yes,67.22,6.72,60.5,34.46,26.04,Wales,Prescription Lens,2025-12
T00038278,2025-09-08,S1059,C011467,P0256,1,203.86,0.1,Card,No,203.86,20.39,183.47,123.75,59.72,North West,Sunglasses,2025-09
T00038279,2026-01-28,S1028,C001261,P0052,1,428.89,0.15,Card,No,428.89,64.33,364.56,244.85,119.71,South West,Spectacle Frame,2026-01
T00038280,2025-07-07,S1087,C015398,P0243,1,133.81,0.05,Cash,Yes,133.81,6.69,127.12,68.83,58.29,North East,Prescription Lens,2025-07
T00038281,2025-07-13,S1067,C012292,P0225,1,240.82,0.05,Card,No,240.82,12.04,228.78,152.88,75.9,North West,Prescription Lens,2025-07
T00038282,2026-07-09,S1058,C010880,P0148,1,16.06,0.05,Gift Card,No,16.06,0.8,15.26,10.2,5.06,North West,Contact Lenses,2026-07
T00038283,2026-02-22,S1089,C003563,P0104,2,397.44,0.0,Klarna,No,794.88,0.0,794.88,429.35,365.53,North East,Prescription Lens,2026-02
T00038284,2025-04-22,S1056,C011738,P0236,1,297.8,0.1,Klarna,No,297.8,29.78,268.02,140.76,127.26,North West,Sunglasses,2025-04
T00038285,2026-09-22,S1010,C018188,P0110,1,13.38,0.1,Card,No,13.38,1.34,12.04,7.62,4.42,South East,Lens Care,2026-09
T00038286,2026-10-10,S1117,C015631,P0182,2,289.69,0.1,Card,No,579.38,57.94,521.44,247.0,274.44,Wales,Spectacle Frame,2026-10
T00038287,2025-09-21,S1074,C010409,P0110,1,13.38,0.0,Card,No,13.38,0.0,13.38,7.32,6.06,Yorkshire,Lens Care,2025-09
T00038288,2026-02-02,S1110,C010107,P0024,1,200.09,0.15,Card,No,200.09,30.01,170.08,90.0,80.08,Scotland,Prescription Lens,2026-02
T00038289,2026-03-16,S1076,C018238,P0242,1,148.94,0.0,Klarna,Yes,148.94,0.0,148.94,67.38,81.56,Yorkshire,Spectacle Frame,2026-03
T00038290,2025-08-23,S1078,C017092,P0180,1,7.69,0.1,Cash,No,7.69,0.77,6.92,3.36,3.56,Yorkshire,Lens Care,2025-08
T00038291,2025-06-11,S1040,C000984,P0034,1,321.67,0.15,Card,No,321.67,48.25,273.42,120.26,153.16,Midlands,Prescription Lens,2025-06
T00038292,2026-08-06,S1116,C016603,P0181,1,168.66,0.1,Klarna,No,168.66,16.87,151.79,98.37,53.42,Wales,Spectacle Frame,2026-08
T00038293,2026-11-15,S1054,C002161,P0089,1,58.18,0.0,Klarna,No,58.18,0.0,58.18,29.39,28.79,North West,Contact Lenses,2026-11
T00038294,2025-05-20,S1009,C017449,P0069,1,71.52,0.0,Klarna,No,71.52,0.0,71.52,41.7,29.82,South East,Contact Lenses,2025-05
T00038295,2025-11-11,S1061,C008039,P0101,1,199.09,0.1,Klarna,No,199.09,19.91,179.18,88.78,90.4,North West,Spectacle Frame,2025-11
T00038296,2026-09-22,S1070,C013505,P0006,1,127.58,0.1,Card,No,127.58,12.76,114.82,68.7,46.12,Yorkshire,Sunglasses,2026-09
T00038297,2025-07-28,S1120,C009184,P0125,1,182.53,0.0,Card,No,182.53,0.0,182.53,85.77,96.76,Wales,Prescription Lens,2025-07
T00038298,2025-05-27,S1010,C013677,P0200,2,14.62,0.0,Card,No,29.24,0.0,29.24,12.32,16.92,South East,Lens Care,2025-05
T00038299,2025-02-03,S1027,C016636,P0211,1,206.75,0.05,Card,No,206.75,10.34,196.41,91.59,104.82,South West,Spectacle Frame,2025-02
T00038300,2026-01-21,S1042,C011599,P0199,1,70.4,0.05,Cash,No,70.4,3.52,66.88,37.54,29.34,Midlands,Contact Lenses,2026-01
T00038301,2025-05-02,S1032,C010981,P0027,1,116.2,0.05,Card,No,116.2,5.81,110.39,46.67,63.72,South West,Sunglasses,2025-05
T00038302,2026-02-25,S1075,C009894,P0272,1,346.41,0.1,Card,No,346.41,34.64,311.77,198.7,113.07,Yorkshire,Spectacle Frame,2026-02
T00038303,2026-06-29,S1029,C001237,P0166,1,187.14,0.05,Klarna,No,187.14,9.36,177.78,101.79,75.99,South West,Sunglasses,2026-06
T00038304,2026-06-05,S1056,C014215,P0017,1,179.81,0.0,Card,No,179.81,0.0,179.81,83.33,96.48,North West,Sunglasses,2026-06
T00038305,2026-04-25,S1028,C009180,P0027,1,116.2,0.0,Card,No,116.2,0.0,116.2,52.71,63.49,South West,Sunglasses,2026-04
T00038306,2026-09-29,S1032,C002609,P0134,1,343.8,0.05,Card,No,343.8,17.19,326.61,164.45,162.16,South West,Prescription Lens,2026-09
T00038307,2026-01-15,S1006,C017927,P0106,1,234.35,0.05,Card,No,234.35,11.72,222.63,117.77,104.86,London,Sunglasses,2026-01
T00038308,2025-02-15,S1121,C011333,P0238,1,44.98,0.05,Card,No,44.98,2.25,42.73,28.81,13.92,Wales,Contact Lenses,2025-02
T00038309,2025-04-22,S1033,C016697,P0147,2,56.37,0.0,Klarna,No,112.74,0.0,112.74,73.61,39.13,South West,Sunglasses,2025-04
T00038310,2025-11-13,S1078,C013968,P0113,1,170.96,0.15,Card,No,170.96,25.64,145.32,84.5,60.82,Yorkshire,Prescription Lens,2025-11
T00038311,2026-11-16,S1092,C012408,P0067,1,173.16,0.05,Card,No,173.16,8.66,164.5,87.56,76.94,North East,Sunglasses,2026-11
T00038312,2026-06-25,S1045,C014862,P0260,1,23.72,0.1,Card,No,23.72,2.37,21.35,9.3,12.05,Midlands,Lens Care,2026-06
T00038313,2026-07-01,S1081,C018569,P0269,1,55.04,0.1,Cash,No,55.04,5.5,49.54,29.4,20.14,Yorkshire,Contact Lenses,2026-07
T00038314,2026-07-04,S1037,C000295,P0270,2,7.44,0.0,Card,No,14.88,0.0,14.88,9.54,5.34,South West,Lens Care,2026-07
T00038315,2025-10-08,S1028,C009639,P0147,1,56.37,0.0,Gift Card,No,56.37,0.0,56.37,38.02,18.35,South West,Sunglasses,2025-10
T00038316,2026-11-13,S1023,C005323,P0117,1,38.3,0.0,Gift Card,No,38.3,0.0,38.3,16.81,21.49,South East,Sunglasses,2026-11
T00038317,2026-03-02,S1068,C019486,P0284,1,383.76,0.0,Gift Card,No,383.76,0.0,383.76,184.92,198.84,North West,Prescription Lens,2026-03
T00038318,2025-02-03,S1105,C012664,P0290,1,18.0,0.05,Cash,No,18.0,0.9,17.1,9.52,7.58,Scotland,Lens Care,2025-02
T00038319,2025-05-19,S1069,C011453,P0125,1,182.53,0.1,Gift Card,No,182.53,18.25,164.28,90.48,73.8,Yorkshire,Prescription Lens,2025-05
T00038320,2025-11-08,S1029,C009380,P0165,1,88.37,0.05,Card,No,88.37,4.42,83.95,40.79,43.16,South West,Prescription Lens,2025-11
T00038321,2025-02-13,S1035,C016762,P0161,1,96.82,0.15,Cash,No,96.82,14.52,82.3,37.82,44.48,South West,Spectacle Frame,2025-02
T00038322,2026-07-17,S1047,C004481,P0277,1,119.83,0.15,Card,No,119.83,17.97,101.86,64.5,37.36,Midlands,Sunglasses,2026-07
T00038323,2025-07-09,S1102,C017667,P0213,1,62.83,0.0,Klarna,No,62.83,0.0,62.83,38.67,24.16,Scotland,Prescription Lens,2025-07
T00038324,2025-07-13,S1007,C007766,P0202,1,296.69,0.1,Card,No,296.69,29.67,267.02,147.18,119.84,London,Spectacle Frame,2025-07
T00038325,2026-12-08,S1066,C005894,P0171,2,261.96,0.0,Klarna,No,523.92,0.0,523.92,294.96,228.96,North West,Spectacle Frame,2026-12
T00038326,2026-06-28,S1004,C009059,P0102,1,435.36,0.05,Card,No,435.36,21.77,413.59,273.16,140.43,London,Spectacle Frame,2026-06
T00038327,2025-10-20,S1043,C005717,P0095,1,102.28,0.2,Card,No,102.28,20.46,81.82,35.45,46.37,Midlands,Prescription Lens,2025-10
T00038328,2025-06-18,S1109,C017012,P0137,1,47.31,0.0,Card,No,47.31,0.0,47.31,25.66,21.65,Scotland,Sunglasses,2025-06
T00038329,2025-05-27,S1003,C009082,P0268,1,57.53,0.05,Gift Card,No,57.53,2.88,54.65,32.6,22.05,London,Contact Lenses,2025-05
T00038330,2025-06-09,S1060,C005981,P0024,1,200.09,0.0,Klarna,No,200.09,0.0,200.09,87.86,112.23,North West,Prescription Lens,2025-06
T00038331,2026-07-23,S1120,C018600,P0115,1,159.45,0.0,Klarna,No,159.45,0.0,159.45,94.81,64.64,Wales,Prescription Lens,2026-07
T00038332,2026-11-16,S1072,C003667,P0296,1,291.96,0.05,Card,No,291.96,14.6,277.36,187.24,90.12,Yorkshire,Sunglasses,2026-11
T00038333,2025-01-15,S1024,C011040,P0048,2,62.64,0.0,Card,Yes,125.28,0.0,125.28,84.88,40.4,South West,Contact Lenses,2025-01
T00038334,2026-06-25,S1002,C015396,P0109,1,27.72,0.0,Card,No,27.72,0.0,27.72,18.74,8.98,London,Contact Lenses,2026-06
T00038335,2026-08-23,S1117,C001784,P0007,1,54.13,0.15,Card,No,54.13,8.12,46.01,21.12,24.89,Wales,Sunglasses,2026-08
T00038336,2026-04-28,S1121,C009860,P0271,1,181.18,0.05,Card,No,181.18,9.06,172.12,97.66,74.46,Wales,Spectacle Frame,2026-04
T00038337,2026-01-20,S1110,C010106,P0031,1,73.66,0.1,Card,No,73.66,7.37,66.29,28.03,38.26,Scotland,Spectacle Frame,2026-01
T00038338,2026-01-30,S1026,C010171,P0015,1,242.96,0.0,Card,No,242.96,0.0,242.96,161.29,81.67,South West,Prescription Lens,2026-01
T00038339,2025-02-14,S1078,C014074,P0101,1,199.09,0.05,Card,No,199.09,9.95,189.14,81.98,107.16,Yorkshire,Spectacle Frame,2025-02
T00038340,2026-08-09,S1034,C008091,P0064,2,318.5,0.0,Card,No,637.0,0.0,637.0,427.19,209.81,South West,Prescription Lens,2026-08
T00038341,2025-02-23,S1051,C006249,P0008,1,44.38,0.05,Card,No,44.38,2.22,42.16,26.77,15.39,Midlands,Contact Lenses,2025-02
T00038342,2025-10-24,S1064,C016918,P0107,1,152.29,0.05,Card,No,152.29,7.61,144.68,62.19,82.49,North West,Sunglasses,2025-10
T00038343,2025-06-16,S1072,C003873,P0117,1,38.3,0.05,Card,No,38.3,1.92,36.38,22.14,14.24,Yorkshire,Sunglasses,2025-06
T00038344,2026-10-14,S1083,C017137,P0288,1,64.96,0.0,Klarna,No,64.96,0.0,64.96,34.64,30.32,Yorkshire,Contact Lenses,2026-10
T00038345,2026-12-08,S1101,C001055,P0296,1,291.96,0.15,Card,No,291.96,43.79,248.17,129.11,119.06,Scotland,Sunglasses,2026-12
T00038346,2025-09-12,S1053,C007748,P0111,1,271.9,0.0,Klarna,No,271.9,0.0,271.9,119.68,152.22,Midlands,Spectacle Frame,2025-09
T00038347,2026-12-18,S1112,C008536,P0215,1,96.17,0.1,Card,No,96.17,9.62,86.55,41.28,45.27,Wales,Prescription Lens,2026-12
T00038348,2026-01-05,S1107,C003632,P0163,1,122.12,0.15,Cash,No,122.12,18.32,103.8,58.01,45.79,Scotland,Prescription Lens,2026-01
T00038349,2025-03-05,S1029,C014328,P0243,1,133.81,0.05,Card,No,133.81,6.69,127.12,63.05,64.07,South West,Prescription Lens,2025-03
T00038350,2026-08-08,S1001,C015997,P0009,1,29.38,0.1,Cash,No,29.38,2.94,26.44,15.86,10.58,London,Contact Lenses,2026-08
T00038351,2026-10-17,S1122,C007730,P0101,1,199.09,0.0,Cash,No,199.09,0.0,199.09,114.25,84.84,Wales,Spectacle Frame,2026-10
T00038352,2025-08-27,S1018,C000079,P0264,3,415.99,0.1,Cash,No,1247.97,124.8,1123.17,732.83,390.34,South East,Prescription Lens,2025-08
T00038353,2025-08-08,S1095,C007142,P0104,1,397.44,0.0,Cash,No,397.44,0.0,397.44,251.2,146.24,North East,Prescription Lens,2025-08
T00038354,2026-09-16,S1119,C002093,P0041,1,95.25,0.0,Klarna,No,95.25,0.0,95.25,58.18,37.07,Wales,Spectacle Frame,2026-09
T00038355,2025-01-09,S1046,C013974,P0165,1,88.37,0.0,Cash,No,88.37,0.0,88.37,46.24,42.13,Midlands,Prescription Lens,2025-01
T00038356,2026-03-06,S1009,C001842,P0005,3,136.08,0.2,Card,No,408.24,81.65,326.59,188.11,138.48,South East,Prescription Lens,2026-03
T00038357,2026-07-26,S1038,C015347,P0006,1,127.58,0.05,Card,No,127.58,6.38,121.2,57.37,63.83,South West,Sunglasses,2026-07
T00038358,2026-09-15,S1044,C012635,P0091,1,87.95,0.15,Card,No,87.95,13.19,74.76,36.48,38.28,Midlands,Spectacle Frame,2026-09
T00038359,2025-09-03,S1028,C018109,P0197,2,89.92,0.15,Card,No,179.84,26.98,152.86,67.51,85.35,South West,Sunglasses,2025-09
T00038360,2025-07-12,S1112,C003426,P0214,1,304.31,0.2,Card,No,304.31,60.86,243.45,159.87,83.58,Wales,Prescription Lens,2025-07
T00038361,2026-01-13,S1018,C009724,P0127,1,104.22,0.1,Card,No,104.22,10.42,93.8,46.8,47.0,South East,Sunglasses,2026-01
T00038362,2026-04-02,S1055,C016583,P0135,1,218.82,0.1,Cash,No,218.82,21.88,196.94,85.27,111.67,North West,Prescription Lens,2026-04
T00038363,2026-09-19,S1036,C006994,P0097,1,206.6,0.0,Card,No,206.6,0.0,206.6,94.85,111.75,South West,Sunglasses,2026-09
